original_language,original_title,release_date,,runtime,runtime,tagline,vote_average,price;
en,Selena,21/03/1997,,127,127,Discover the true story of one of America's brightest stars... that faded too soon.,7.1,6.99;
en,Cats Don't Dance,26/03/1997,,75,75,It's a Jungle Out There!,7.1,6.99;
en,The Fifth Element,07/05/1997,,126,126,There is no future without it.,7.3,6.99;
"en,Dream with the Fishes,01/01/1997,,97,97,""An oddball odyssey about voyeurism, LSD and nude bowling!"",7.7,7.99";
en,Hercules,26/06/1997,,93,93,Zero to Hero!,7.3,6.99;
en,MURDER and murder,10/09/1996,,113,113,Mildred and Doris are two middle-aged women.,8,7.99;
"en,Fall,20/06/1997,,93,93,""He's a cab driver, she's a supermodel.  What the hell?"",7.2,6.99";
"en,Contact,11/07/1997,,150,150,""If it's just us, it seems like an awful waste of space."",7.2,6.99";
en,Career Girls,01/06/1997,,83,83,This Holiday Weekend spend in the company of women,7.4,6.99;
en,The Hunt for Red October,02/03/1990,,134,134,Invisible. Silent. Stolen.,7.2,6.99;
"en,My Own Private Idaho,17/10/1991,,104,104,""It's not where you go, it's how you get there."",7.1,6.99";
en,L.A. Confidential,19/09/1997,,138,138,Everything is suspect... Everyone is for sale... And nothing is what it seems.,7.7,7.99;
en,The Game,12/09/1997,,129,129,What do you get for the man who has everything?,7.5,7.99;
en,The Devil's Advocate,17/10/1997,,144,144,Evil has its winning ways.,7.2,6.99;
en,Washington Square,10/10/1997,,115,115,She must choose between her father's fortune... Or the man she loves.,7.4,6.99;
en,Gattaca,07/09/1997,,106,106,There is no gene for the human spirit.,7.5,7.99;
"en,Boogie Nights,11/09/1997,,155,155,""The life of a dreamer, the days of a business, and the nights in between."",7.5,7.99";
en,The Joy Luck Club,08/09/1993,,139,139,Between every mother and daughter there is a story that must be told.,7.1,6.99;
en,The Truman Show,04/06/1998,,103,103,On the air. Unaware.,7.8,7.99;
en,Anastasia,20/11/1997,,94,94,Discover the Adventure Behind the Greatest Mystery of Our Time.,7.4,6.99;
en,Deconstructing Harry,26/08/1997,,96,96,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,7.3,6.99;
"en,Good Will Hunting,05/12/1997,,126,126,""Some people can never believe in themselves, until someone believes in them."",7.9,7.99";
en,Titanic,18/11/1997,,194,194,Nothing on Earth could come between them.,7.5,7.99;
en,Jackie Brown,24/12/1997,,154,154,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,7.3,6.99;
en,The Big Lebowski,06/03/1998,,117,117,Times like these call for a Big Lebowski.,7.8,7.99;
en,Dark City,27/02/1998,,100,100,A world where the night never ends.,7.2,6.99;
en,Ayn Rand: A Sense of Life,13/02/1998,,145,145,A life more compelling than fiction.,7.2,6.99;
en,As Good as It Gets,19/12/1997,,139,139,A comedy from the heart that goes for the throat.,7.2,6.99;
"en,""Niagara, Niagara"",30/08/1997,,93,93,Love can't be controlled.,7.7,7.99";
en,The Spanish Prisoner,08/09/1997,,110,110,It's the oldest con in the book.,7.1,6.99;
en,Leather Jacket Love Story,20/02/1998,,85,85,A Twink Meets Hunk Romance,9,8.99;
"en,""Dancer, Texas Pop. 81"",01/05/1998,,97,97,in the middle of nowhere they had everything,10,9.99";
en,Les Misérables,01/05/1998,,134,134,The legend comes to life.,7.1,6.99;
en,Lawn Dogs,21/11/1997,,101,101,Innocence is a dangerous friend.,7.3,6.99;
"en,Fear and Loathing in Las Vegas,22/05/1998,,118,118,""Buy the ticket, take the ride."",7.2,6.99";
"en,Mulan,18/06/1998,,88,88,""This time, the princess saves the prince."",7.6,7.99";
en,Picnic at Hanging Rock,02/09/1975,,115,115,On St. Valentine's Day in 1900 a party of schoolgirls set out to picnic at Hanging Rock ... Some were never to return.,7.1,6.99;
en,Buffalo '66,20/01/1998,,110,110,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,7.2,6.99;
"en,Pi,10/07/1998,,84,84,""There will be no order, only chaos"",7.1,6.99";
"en,Whatever,10/07/1998,,112,112,""1981. In an era of just say no, they said yes."",8.3,7.99";
en,All Quiet on the Western Front,29/04/1930,,133,133,They left for war as boys never to return as men.,7.5,7.99;
en,Mutiny on the Bounty,08/11/1935,,132,132,Clark Gable as the daring mutineer in the screen's most exciting adventure story!,7.1,6.99;
en,You Can't Take It With You,23/08/1938,,126,126,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,7.2,6.99;
en,The Lost Weekend,25/11/1945,,101,101,The screen dares to open the strange and savage pages of a shocking bestseller!,7.4,6.99;
en,The Best Years of Our Lives,25/12/1946,,172,172,Three wonderful loves in the best picture of the year!,7.6,7.99;
en,From Here to Eternity,28/08/1953,,118,118,Pouring out of impassioned pages...brawling their way to greatness on the screen!,7.2,6.99;
en,On the Waterfront,22/06/1954,,108,108,The Man Lived by the Jungle Law of the Docks!,8,7.99;
en,Marty,11/04/1955,,90,90,EVERYBODY'S RAVING ABOUT,7.2,6.99;
en,A Man for All Seasons,12/12/1966,,120,120,...a motion picture for all times!,7.5,7.99;
en,In the Heat of the Night,02/08/1967,,109,109,They got a murder on their hands.  They don't know what to do with it.,7.5,7.99;
en,Midnight Cowboy,25/05/1969,,113,113,Whatever you hear about Midnight Cowboy is true.,7.4,6.99;
en,The French Connection,09/10/1971,,104,104,There are no rules and no holds barred when Popeye cuts loose!,7.4,6.99;
en,Rocky,21/11/1976,,119,119,His whole life was a million-to-one shot.,7.5,7.99;
en,Kramer vs. Kramer,18/12/1979,,105,105,There are three sides to this love story,7.4,6.99;
en,Ordinary People,19/09/1980,,124,124,Everything is in its proper place...except the past.,7.4,6.99;
"en,The Last Emperor,21/10/1987,,163,163,""He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change."",7.4,6.99";
en,Rain Man,11/12/1988,,133,133,A journey through understanding and fellowship.,7.6,7.99;
en,Labyrinth,27/06/1986,,101,101,Where everything seems possible and nothing is what it seems.,7.1,6.99;
"en,The Breakfast Club,15/02/1985,,97,97,""They only met once, but it changed their lives forever."",7.8,7.99";
en,Halloween,25/10/1978,,91,91,The Night He Came Home,7.4,6.99;
en,Poltergeist,04/06/1982,,114,114,They're here.,7.1,6.99;
"en,The Exorcist,26/12/1973,,122,122,""Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist."",7.5,7.99";
"en,The Goonies,06/06/1985,,114,114,""The pirates map, The villainous crooks, The underground caverns, The booby traps, The skeletons, The monster, The lost treasure, and the magic that is... THE GOONIES."",7.4,6.99";
"en,Back to the Future Part II,20/11/1989,,108,108,""Roads? Where we're going, we don't need roads!"",7.4,6.99";
en,Back to the Future Part III,25/05/1990,,118,118,They've saved the best trip for last... But this time they may have gone too far.,7.1,6.99;
en,The Poseidon Adventure,01/12/1972,,117,117,Who will survive-in one of the greatest escape adventures ever!,7.3,6.99;
en,Dangerous Liaisons,16/12/1988,,119,119,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,7.1,6.99;
en,The Godfather: Part III,24/12/1990,,162,162,All the power on earth can't change destiny.,7.1,6.99;
en,Saving Private Ryan,24/07/1998,,169,169,The mission is a man.,7.9,7.99;
en,Out of the Past,13/11/1947,,97,97,A MAN - Trying to run away from his past... A WOMAN - Trying to escape her future...,7.6,7.99;
"en,Doctor Zhivago,22/12/1965,,197,197,""Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara."",7.4,6.99";
en,Blue Velvet,01/08/1986,,120,120,It's a strange world.,7.7,7.99;
en,The Jungle Book,17/10/1967,,78,78,The Jungle is JUMPIN'!,7.1,6.99;
en,The Little Mermaid,17/11/1989,,83,83,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,7.2,6.99;
en,Indiana Jones and the Temple of Doom,23/05/1984,,118,118,If adventure has a name... it must be Indiana Jones.,7.1,6.99;
en,Who's Afraid of Virginia Woolf?,21/06/1966,,131,131,You are cordially invited to George and Martha's for an evening of fun and games,7.8,7.99;
"en,Watership Down,14/10/1978,,88,88,""All the world will be your enemy, Prince with a Thousand Enemies, and when they catch you, they will kill you... but first they must catch you."",7.3,6.99";
en,The Secret of NIMH,17/06/1982,,82,82,Right before your eyes and beyond your wildest dreams.,7.5,7.99;
"en,The Dark Crystal,17/12/1982,,93,93,""Another World, Another Time... In the Age of Wonder."",7.3,6.99";
en,The Gods Must Be Crazy,10/09/1980,,109,109,The critics are raving... the natives are restless... and the laughter is non-stop!,7.1,6.99;
en,Rosemary's Baby,12/06/1968,,136,136,Pray for Rosemary's Baby,7.5,7.99;
en,Beetlejuice,29/02/1988,,92,92,He's guaranteed to put some life in your afterlife.,7.1,6.99;
en,Déjà Vu,22/04/1998,,117,117,Your future is set...,8,7.99;
en,Frenzy,25/05/1972,,116,116,Just an ordinary necktie used with a deadly new twist.,7.2,6.99;
en,Marnie,09/07/1964,,130,130,Thief... Liar... Cheat... she was all of these and he knew it!,7.2,6.99;
en,The Man Who Knew Too Much,01/06/1956,,120,120,A little knowledge can be a deadly thing!,7.3,6.99;
en,Strangers on a Train,18/06/1951,,101,101,It starts with a shriek of a train whistle...and ends with shrieking excitement.,7.6,7.99;
en,The Untouchables,02/06/1987,,119,119,What are you prepared to do?,7.6,7.99;
en,Modulations,18/09/1998,,75,75,Cinema for the Ear,8.5,7.99;
"en,Lifeboat,11/01/1944,,96,96,""Six men and three women - against the sea, and each other!"",7.3,6.99";
en,Shadow of a Doubt,16/01/1943,,108,108,A Blast of DRAMATIC Dynamite exploded right before your eyes!,7.5,7.99;
"en,Suspicion,14/11/1941,,99,99,""In his arms she felt safety...in his absence, haunting dread!"",7.1,6.99";
en,The Lady Vanishes,26/07/1938,,96,96,Spies! Playing the game of love - and sudden death!,7.5,7.99;
en,One Man's Hero,02/08/1999,,121,121,One man's hero is another man's traitor.,9.3,8.99;
en,Say Anything...,14/04/1989,,100,100,To know Lloyd Dobler is to love him. Diane Court is about to know Lloyd Dobler.,7.2,6.99;
en,Bandit Queen,09/09/1994,,119,119,Revenge was her reply.,7.1,6.99;
en,If....,19/12/1968,,111,111,Which side would you be on?,7.2,6.99;
en,The Thing,25/06/1982,,109,109,Man is The Warmest Place to Hide.,7.8,7.99;
en,Edward Scissorhands,05/12/1990,,105,105,His scars run deep.,7.5,7.99;
en,The Producers,22/11/1967,,88,88,Hollywood Never Faced a Zanier Zero Hour!,7.3,6.99;
"en,My Cousin Vinny,13/03/1992,,120,120,""Truth, Justice and the Gambini Way"",7.3,6.99";
en,Nashville,11/06/1975,,159,159,Wild. Wonderful. Sinful. Laughing. Explosive.,7.2,6.99;
en,The Mighty,23/10/1998,,100,100,The quest for friendship is the noblest cause of all,7.1,6.99;
en,The Elephant Man,02/10/1980,,124,124,I am not an animal! I am a human being! I... am... a man!,7.9,7.99;
en,Happiness,16/10/1998,,139,139,Finding happiness can be a tragic comedy.,7.4,6.99;
en,Pleasantville,17/09/1998,,124,124,Nothing is as simple as black and white.,7.1,6.99;
en,American History X,30/10/1998,,119,119,Some Legacies Must End.,8.2,7.99;
en,Elizabeth,13/09/1998,,124,124,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,7.2,6.99;
"en,Savior,20/11/1998,,99,99,""He's fighting a war he doesn't believe in, hoping to find something he does."",7.1,6.99";
en,Waking Ned,15/09/1998,,91,91,How far would you go to win a fortune!,7.4,6.99;
en,King Kong,07/04/1933,,100,100,A Monster of Creation's Dawn Breaks Loose in Our World Today!,7.7,7.99;
en,Rushmore,17/09/1998,,93,93,Love. Expulsion. Revolution.,7.5,7.99;
en,Miracle on 34th Street,02/05/1947,,96,96,Capture the spirit of Christmas with this timeless classic!,7.4,6.99;
en,First Blood,22/10/1982,,93,93,This time he's fighting for his life.,7.2,6.99;
"en,Clue,13/12/1985,,94,94,""Seven Suspects, Six Weapons, Five Bodies and Three Endings."",7.1,6.99";
en,National Lampoon's Christmas Vacation,01/12/1989,,97,97,Yule crack up.,7.1,6.99;
en,The Thin Red Line,25/12/1998,,170,170,Every man fights his own war.,7.2,6.99;
en,The Fly,15/08/1986,,96,96,Be afraid. Be very afraid.,7.1,6.99;
en,The Texas Chain Saw Massacre,01/10/1974,,83,83,Who will survive and what will be left of them?,7.1,6.99;
"en,The Name of the Rose,24/09/1986,,130,130,""Who, in the name of God, is getting away with murder?"",7.2,6.99";
"en,Still Crazy,30/10/1998,,92,92,""They were """"Strange Fruit"""". Some called them the greatest rock band of the '70s. They haven't played together for 20 years. No wonder they're worried about their performance."",7.1,6.99";
en,Peeping Tom,06/04/1960,,101,101,What made this the most diabolical murder weapon ever used?,7.6,7.99;
en,The Last Days,23/10/1998,,87,87,Everything you're about to see is true.,7.7,7.99;
en,October Sky,19/02/1999,,108,108,Sometimes one dream is enough to light up the whole sky.,7.4,6.99;
en,Office Space,19/02/1999,,89,89,Work sucks.,7.4,6.99;
en,The Long Goodbye,07/03/1973,,113,113,Nothing says goodbye like a bullet...,7.3,6.99;
en,The Towering Inferno,14/12/1974,,159,159,The world's tallest building is on fire. You are there on the 135th floor ... no way down ... no way out.,7.1,6.99;
"en,Planet of the Apes,07/02/1968,,112,112,""Somewhere in the Universe, there must be something better than man!"",7.5,7.99";
"en,""Lock, Stock and Two Smoking Barrels"",05/03/1998,,105,105,A Disgrace to Criminals Everywhere.,7.5,7.99";
en,The Haunting,18/09/1963,,112,112,You may not believe in ghosts but you cannot deny terror,7.2,6.99;
en,Village of the Damned,05/11/1960,,77,77,What Demonic Force Lurks Behind Those Eyes?,7.1,6.99;
en,The King and I,29/06/1956,,133,133,More than your eyes have ever seen... More than your heart has ever known!,7.3,6.99;
en,The Matrix,30/03/1999,,136,136,Welcome to the Real World.,7.9,7.99;
en,10 Things I Hate About You,30/03/1999,,97,97,How do I loathe thee? Let me count the ways.,7.3,6.99;
en,SLC Punk,24/09/1998,,97,97,God bless America... they're going to need it.,7.3,6.99;
en,Mildred Pierce,24/09/1945,,111,111,A mother's love leads to murder,7.4,6.99;
en,The Castle,10/04/1997,,85,85,Ordinary Family. Extraordinary Story.,7.4,6.99;
en,L'assedio,14/09/1998,,93,93,Touched by Genius. Cursed by Madness. Blinded by Love.,7.2,6.99;
en,The Mummy's Tomb,23/10/1942,,60,60,The FEAR of the Year!,8.3,7.99;
en,Dracula,12/02/1931,,72,72,The story of the strangest passion the world has ever known!,7.2,6.99;
en,Frankenstein,21/11/1931,,71,71,The man who made a monster.,7.3,6.99;
"en,The Wolf Man,12/12/1941,,70,70,""""""His hideous howl a dirge of death!"""""",7.2,6.99";
en,The Rocky Horror Picture Show,14/08/1975,,100,100,A Different Set Of Jaws.,7.4,6.99;
en,Invasion of the Body Snatchers,05/02/1956,,80,80,... there was nothing to hold onto - except each other.,7.3,6.99;
"en,""Run Silent, Run Deep"",27/03/1958,,93,93,Gable and Lancaster make the seas boil in the battle adventure that hits like a torpedo!,7.5,7.99";
"en,Buena Vista Social Club,17/02/1999,,105,105,""In Havana, music isn't a pastime, it's a way of life."",7.3,6.99";
en,Tarzan,18/06/1999,,88,88,An immortal legend. As you've only imagined.,7.1,6.99;
"en,""South Park: Bigger, Longer & Uncut"",30/06/1999,,81,81,UH-OH.,7.1,6.99";
en,Eyes Wide Shut,14/07/1999,,159,159,Cruise. Kidman. Kubrick.,7.1,6.99;
en,The Wood,16/07/1999,,106,106,From best friends to best men.,7.1,6.99;
en,Ghostbusters,07/06/1984,,107,107,They ain't afraid of no ghost.,7.3,6.99;
en,Twin Falls Idaho,30/07/1999,,111,111,A different kind of love story.,7.1,6.99;
"en,The Killing,08/05/1956,,85,85,""...Like No Other Picture Since """"Scarface"""" and """"Little Caesar""""!"",7.7,7.99";
en,Spartacus,06/10/1960,,197,197,More titanic than any story ever told!,7.3,6.99;
en,Lolita,13/06/1962,,153,153,How did they ever make a movie of ...,7.3,6.99;
en,Barry Lyndon,18/12/1975,,184,184,At long last Redmond Barry became a gentleman - and that was his tragedy.,7.7,7.99;
en,The Color Purple,18/12/1985,,154,154,It's about life. It's about love. It's about us.,7.7,7.99;
"en,Frances,03/12/1982,,140,140,""Her story is shocking, disturbing, compelling... and true."",7.1,6.99";
en,The Iron Giant,06/08/1999,,86,86,It came from outer space!,7.6,7.99;
en,The Sixth Sense,06/08/1999,,107,107,Not every gift is a blessing.,7.7,7.99;
en,And Now for Something Completely Different,28/09/1971,,88,88,If the Motion Picture Industry dies... Monty Python killed it!,7.1,6.99;
"en,Airplane!,02/07/1980,,88,88,""What's slower than a speeding bullet, and able to hit tall buildings at a single bound?"",7.1,6.99";
en,National Lampoon's Vacation,28/07/1983,,98,98,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,7.1,6.99;
"en,Little Nemo: Adventures In Slumberland,15/07/1989,,85,85,""Take Off On A Wonderful Adventure With """"Little Nemo"""""",7.1,6.99";
"en,A Christmas Story,18/11/1983,,94,94,""Peace, Harmony, Comfort and Joy... Maybe Next Year."",7.4,6.99";
en,Three Days of the Condor,24/09/1975,,117,117,His CIA code name is Condor. In the next seventy-two hours almost everyone he trusts will try to kill him.,7.2,6.99;
